shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
4525_55,53.3282353,-6.4394332,1099,22568.213
4525_55,53.3282692,-6.4395949,1100,22579.629
4525_55,53.3282892,-6.4399208,1101,22601.457
4525_55,53.3284679,-6.4440374,1102,22876.462
4525_55,53.3284782,-6.4442007,1103,22887.402
4525_55,53.3285681,-6.4461342,1104,23016.617
4525_55,53.3286104,-6.4469155,1105,23068.886
4525_55,53.328628,-6.4473216,1106,23096.015
4525_55,53.3286375,-6.4476298,1107,23116.577
4525_55,53.3286369,-6.4477344,1108,23123.547
4525_55,53.3286365,-6.4477969,1109,23127.711
4525_55,53.3286209,-6.4480031,1110,23141.559
4525_55,53.3285648,-6.4480855,1111,23149.874
4525_55,53.3285351,-6.4481655,1112,23156.145
4525_55,53.3285204,-6.4482387,1113,23161.29
4525_55,53.328515,-6.4483154,1114,23166.435
4525_55,53.3285241,-6.4484265,1115,23173.907
4525_55,53.3285522,-6.4485266,1116,23181.273
4525_55,53.3285965,-6.4486085,1117,23188.627
4525_55,53.328653,-6.4486649,1118,23195.953
4525_55,53.3287172,-6.448691,1119,23203.307
4525_55,53.3287829,-6.4486847,1120,23210.631
4525_55,53.3288445,-6.4486464,1121,23217.946
4525_55,53.3288968,-6.4485796,1122,23225.273
4525_55,53.3289351,-6.4484902,1123,23232.598
4525_55,53.3290527,-6.4484369,1124,23246.159
4525_55,53.3292019,-6.4484275,1125,23262.776
4525_55,53.3292936,-6.4484511,1126,23273.102
4525_55,53.3293602,-6.4484932,1127,23281.027
4525_55,53.3294466,-6.4485723,1128,23291.992
4525_55,53.3295853,-6.4488567,1129,23316.433
4525_55,53.3298032,-6.4494397,1130,23362.225
4525_55,53.3298184,-6.4494805,1131,23365.427
4525_55,53.3298932,-6.4498139,1132,23389.149
4525_55,53.329961,-6.4500735,1133,23408.019
4525_55,53.3299674,-6.4501071,1134,23410.369
4525_55,53.3299844,-6.450202,1135,23416.968
4525_55,53.3300056,-6.450309,1136,23424.478
4525_55,53.3300338,-6.4504621,1137,23435.15
4525_55,53.3300556,-6.4505633,1138,23442.316
4525_55,53.3300903,-6.4507115,1139,23452.918
4525_55,53.3301195695892,-6.4508100731429,1140,23460.249
