stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8340B3316301,331631.0,Ballinaboola,,52.3698072373961,-6.83855750960743,,,,
8340B331641,331641.0,St Mary's Church,,52.243582,-6.390241,,,,
8340B333411,333411.0,Kilmore,,52.2040503808077,-6.54946222518494,,,,
8340B333421,333421.0,Boleys Cross,,52.214349461414,-6.52746765096653,,,,
8340B333441,333441.0,Tenacre Cross,,52.2212930221115,-6.5098640554766,,,,
8340B333451,333451.0,Ballycogley,,52.2440555033408,-6.48946345276319,,,,
8340B333461,333461.0,Lightwater,,52.2685973391151,-6.47693664947875,,,,
8340B333471,333471.0,Killiane,,52.2841988115203,-6.46413320976487,,,,
8340B333551,333551.0,Ballywilliam,,52.4484173913216,-6.86383939208665,,,,
8340B333581,333581.0,Ballywilliam,,52.4485086694467,-6.86398415850679,,,,
8340B335411,335411.0,Chapel Cross,,52.1909065733544,-6.56036288678912,,,,
8340B336771,336771.0,Chapel Cross,,52.1909944691079,-6.56019915242286,,,,
8340B337351,337351.0,Grange Cross,,52.23348268724,-6.74230085400328,,,,
8340B3373701,337371.0,Grange Cross,,52.2334505801148,-6.74181862587498,,,,
8340B338551,338551.0,Ferrycarrig,,52.3483162492286,-6.51735341351052,,,,
8340B338571,338571.0,Ferrycarrig,,52.3483505336861,-6.51722015736565,,,,
8340B338681,338681.0,Tacumshane,,52.209357,-6.424671,,,,
8340B338691,338691.0,Tacumshane,,52.2093701958242,-6.42452843277529,,,,
8340B338731,338731.0,Rathnure,,52.50015,-6.76845,,,,
8340B338771,338771.0,Mulrankin,,52.2438682521329,-6.55052166260345,,,,
8340B3387901,338791.0,Mulrankin,,52.244145910816,-6.55043939208176,,,,
8340B338801,338801.0,Rathnure,,52.50047,-6.76848,,,,
8340B338811,338811.0,Ringsheen,,52.2580467817184,-6.48345074447132,,,,
8340B338821,338821.0,Blackwater,,52.446816,-6.347521,,,,
8340B338831,338831.0,Greenfield,,52.2270157286268,-6.4407091938409,,,,
8340B3388401,338841.0,Greenfield,,52.226776,-6.44022,,,,
8340B338851,338851.0,Ballindonney,,52.4776124354976,-6.80719075977937,,,,
